0.001,100,0.10439167962663132,0.012028187993777632,0.008678100009768137
0.005,100,0.43225726708025014,0.04573319970802047,0.029834113231822487
0.01,100,0.6951206934840981,0.06860855418113966,0.03878003956381402
0.05,100,1.089969183119605,0.11200686865659008,0.017997804355818426
0.1,100,1.096431687859429,0.12436207434991402,0.005657641165431589
0.5,100,1.0964608113924048,0.12861719390874368,0.0014025223111921686
1,100,1.096460811392405,0.1286172323233758,0.0014024838965557413
5,100,-1.2136512366738058e+72,-1.8572347806572106e+87,-1.8572347806572106e+87
10,100,-1.0116820618022061e+105,-1.3061206571859457e+120,-1.3061206571859457e+120
0.6,80,1.096460811392405,0.12861717715751544,0.0014025390624203943
